domain,tld,ml_probability,source,is_featureless,domain_length,entropy,contains_brand,cert_is_lets_encrypt,cert_subject_has_org,is_dangerous_tld,is_legitimate_tld
linktoparis.com,com,0.38672262,jpcert,True,15.0,3.640223928941851,0.0,1.0,0.0,False,True
jurimer.com,com,0.39241955,phishtank,True,11.0,3.095795255000934,0.0,1.0,0.0,False,True
szrimaging.com,com,0.39251965,jpcert,True,14.0,3.378783493486176,0.0,1.0,0.0,False,True
sworld-info.com,com,0.39278966,jpcert,True,15.0,3.5898980954642865,0.0,0.0,0.0,False,True
aamusinggame.com,com,0.39341432,jpcert,True,16.0,3.2806390622295662,0.0,1.0,0.0,False,True
hederloko.co,co,0.3938182,phishtank,True,12.0,3.0220552088742,0.0,1.0,0.0,False,True
walletconnectpay.com,com,0.39479628,phishtank,True,20.0,3.484183719779189,0.0,1.0,0.0,False,True
sospaiement-assistance.com,com,0.3951884,phishtank,True,26.0,3.426616045880948,0.0,1.0,0.0,False,True
bustameal.com,com,0.3952309,certificates,True,13.0,3.3927474104487847,0.0,1.0,0.0,False,True
twint-is.com,com,0.39608526,phishtank,True,12.0,3.2516291673878226,0.0,1.0,0.0,False,True
imsandecpa.com,com,0.39615288,jpcert,True,14.0,3.378783493486176,0.0,1.0,0.0,False,True
hkjnx.com,com,0.3963156,jpcert,True,9.0,3.169925001442312,0.0,1.0,0.0,False,True
smbc-security.com,com,0.39686257,jpcert,True,17.0,3.572469458770136,0.0,0.0,0.0,False,True
materialsacademy.com,com,0.39700162,jpcert,True,20.0,3.4841837197791885,0.0,1.0,0.0,False,True
amazonsnew.com,com,0.39716426,jpcert,True,14.0,3.2359263506290334,0.0,1.0,0.0,False,True
phufk.com,com,0.39774933,jpcert,True,9.0,3.169925001442312,0.0,1.0,0.0,False,True
tompicklesimer.com,com,0.39922163,jpcert,True,18.0,3.4613201402110083,0.0,1.0,0.0,False,True
eki.rvsaqkdik.co,co,0.39970842,jpcert,True,16.0,3.452819531114783,0.0,1.0,0.0,False,True
clickcobazaar.com,com,0.3998715,jpcert,True,17.0,3.2195282822995477,0.0,1.0,0.0,False,True
ecetezgel.com,com,0.4001465,jpcert,True,13.0,2.9312089489103235,0.0,1.0,0.0,False,True
deenfoxx.com,com,0.40060678,jpcert,True,12.0,3.084962500721156,0.0,1.0,0.0,False,True
karadsteel.com,com,0.40118,certificates,True,14.0,3.521640636343319,0.0,1.0,0.0,False,True
czxvbsacvz.com,com,0.40161023,jpcert,True,14.0,3.182005814760214,0.0,1.0,0.0,False,True
myjcb-wap.com,com,0.40202913,jpcert,True,13.0,3.3927474104487847,0.0,1.0,0.0,False,True
kskmotors.com,com,0.40359402,phishtank,True,13.0,2.873140679513133,0.0,1.0,0.0,False,True
cyonmall.com,com,0.4047764,certificates,True,12.0,2.918295834054489,0.0,1.0,0.0,False,True
mondiai-suivis.com,com,0.4064441,phishtank,True,18.0,3.392147223664534,0.0,1.0,0.0,False,True
cchouse.com.au,au,0.40708813,certificates,True,14.0,3.039148671903071,0.0,1.0,0.0,False,True
bigyankarki.com,com,0.4072312,jpcert,True,15.0,3.5068905956085183,0.0,1.0,0.0,False,True
twint-ni.com,com,0.4072888,phishtank,True,12.0,3.0849625007211556,0.0,1.0,0.0,False,True
savealotmoney.com,com,0.4090593,phishtank,True,17.0,3.4548223999466066,0.0,1.0,0.0,False,True
almakkahtours.com,com,0.41031766,jpcert,True,17.0,3.454822399946607,0.0,1.0,0.0,False,True
cnrhurwcoimom.com,com,0.41041604,jpcert,True,17.0,3.1307179879273748,0.0,1.0,0.0,False,True
sanjunskl.com,com,0.41064885,certificates,True,13.0,3.3927474104487847,0.0,1.0,0.0,False,True
spiritedladies.com,com,0.41102687,jpcert,True,18.0,3.5724312513221195,0.0,1.0,0.0,False,True
jaxmobilemechanic.com,com,0.4112978,certificates,True,21.0,3.5585186130489057,0.0,1.0,0.0,False,True
akamaiclub.com,com,0.41297263,jpcert,True,14.0,3.182005814760214,0.0,1.0,0.0,False,True
oldtanman.com,com,0.41358998,jpcert,True,13.0,3.085055102756477,0.0,1.0,0.0,False,True
121112336.com,com,0.41424632,jpcert,True,13.0,2.7773627950641693,0.0,0.0,0.0,False,True
meucartaosolucao.com,com,0.41458654,phishtank,True,20.0,3.2464393446710154,0.0,1.0,0.0,False,True
asconsultingltd.com,com,0.41521296,jpcert,True,19.0,3.6163485660751635,0.0,1.0,0.0,False,True
berpost.com,com,0.41556457,certificates,True,11.0,3.277613436819116,0.0,1.0,0.0,False,True
circorodas.com,com,0.4157941,certificates,True,14.0,2.9852281360342525,0.0,1.0,0.0,False,True
dazbanjia.com,com,0.41580895,jpcert,True,13.0,3.334679141051595,0.0,1.0,0.0,False,True
jialanwenhua.com,com,0.4165765,jpcert,True,16.0,3.577819531114783,0.0,1.0,0.0,False,True
dmhomedecor.com,com,0.41678262,jpcert,True,15.0,2.8729055953200557,0.0,1.0,0.0,False,True
uiys-mobiiites.com,com,0.4168305,phishtank,True,18.0,3.3921472236645345,0.0,1.0,0.0,False,True
metroelectronicsdirect.com,com,0.4175861,jpcert,True,26.0,3.3825680832760763,0.0,1.0,0.0,False,True
beijingjiayuhuxiao.net,net,0.41814852,certificates,True,22.0,3.641249800455478,0.0,1.0,0.0,False,True
galerabet-br.com,com,0.41848347,phishtank,True,16.0,3.5,0.0,1.0,0.0,False,True
minzhujie.com,com,0.42052993,certificates,True,13.0,3.3927474104487847,0.0,1.0,0.0,False,True
sbt90.com,com,0.42067066,jpcert,True,9.0,3.169925001442312,0.0,1.0,0.0,False,True
docomoca.com,com,0.42150834,certificates,True,12.0,2.355388542207534,0.0,1.0,0.0,False,True
ekarir.com,com,0.4217536,jpcert,True,10.0,3.121928094887362,0.0,1.0,0.0,False,True
jnjxgm.com,com,0.4226245,certificates,True,10.0,2.9219280948873623,0.0,0.0,0.0,False,True
lucielamarche.com,com,0.42270765,jpcert,True,17.0,3.337175341123077,0.0,1.0,0.0,False,True
mondiai-accueil.com,com,0.4228973,phishtank,True,19.0,3.43162356584743,0.0,1.0,0.0,False,True
xanderleneave.com,com,0.42413792,jpcert,True,17.0,3.3815804883091634,0.0,1.0,0.0,False,True
getvoiceoverjobs.com,com,0.4244875,certificates,True,20.0,3.4841837197791885,0.0,1.0,0.0,False,True
drppsq.com,com,0.42470798,certificates,True,10.0,3.121928094887362,0.0,1.0,0.0,False,True
dianbayiyisa.com,com,0.42916277,certificates,True,16.0,3.2806390622295662,0.0,1.0,0.0,False,True
apleon.net,net,0.43010607,phishtank,True,10.0,2.9219280948873623,0.0,1.0,0.0,False,True
chinajinpan.com,com,0.4303379,jpcert,True,15.0,3.1898980954642866,0.0,1.0,0.0,False,True
hollywoodbychoice.com,com,0.433408,jpcert,True,21.0,3.3273399000835084,0.0,1.0,0.0,False,True
lovinatravel.com,com,0.43560886,jpcert,True,16.0,3.5,0.0,1.0,0.0,False,True
youngsert.com,com,0.43604484,jpcert,True,13.0,3.5465935642949384,0.0,1.0,0.0,False,True
ameforward.com,com,0.4362412,certificates,True,14.0,3.2359263506290334,0.0,1.0,0.0,False,True
yfd9999.com,com,0.4362596,jpcert,True,11.0,2.7321588913645707,0.0,1.0,0.0,False,True
iunkxaqinfl.com,com,0.43669277,jpcert,True,15.0,3.640223928941851,0.0,1.0,0.0,False,True
volunteer-tech.com,com,0.43908387,jpcert,True,18.0,3.5724312513221195,0.0,0.0,0.0,False,True
liyukun.com,com,0.44128498,jpcert,True,11.0,3.277613436819116,0.0,1.0,0.0,False,True
tiankunjs.com,com,0.44131145,jpcert,True,13.0,3.5465935642949384,0.0,1.0,0.0,False,True
szxgny.com,com,0.4413926,jpcert,True,10.0,3.321928094887362,0.0,0.0,0.0,False,True
insjaghsama.com,com,0.44158015,jpcert,True,15.0,3.323231428797621,0.0,1.0,0.0,False,True
keatleyclinic.com,com,0.4429584,jpcert,True,17.0,3.4548223999466066,0.0,1.0,0.0,False,True
czmv.net,net,0.44402343,certificates,True,8.0,3.0,0.0,1.0,0.0,False,True
wozaibeijing.com,com,0.4446724,certificates,True,16.0,3.577819531114783,0.0,1.0,0.0,False,True
bjriyi.com,com,0.44970354,certificates,True,10.0,3.121928094887362,0.0,1.0,0.0,False,True
fifabeat.com,com,0.44989818,certificates,True,12.0,3.2516291673878226,0.0,1.0,0.0,False,True
jfubsainxaj.com,com,0.45016748,certificates,True,15.0,3.640223928941851,0.0,1.0,0.0,False,True
fretado-santos.com,com,0.45023492,jpcert,True,18.0,3.5724312513221195,0.0,1.0,0.0,False,True
nswltd.com,com,0.45056304,jpcert,True,10.0,3.321928094887362,0.0,0.0,0.0,False,True
jaysonleeforde.com,com,0.45067188,jpcert,True,18.0,3.6416041678685933,0.0,1.0,0.0,False,True
moderncufflinks.com,com,0.4521182,jpcert,True,19.0,3.7216117239699003,0.0,1.0,0.0,False,True
inxuakqapost.com,com,0.4532616,jpcert,True,16.0,3.75,0.0,1.0,0.0,False,True
jdongaz.com,com,0.45346257,certificates,True,11.0,3.277613436819116,0.0,1.0,0.0,False,True
fdsoajew.com,com,0.45472518,certificates,True,12.0,3.418295834054489,0.0,1.0,0.0,False,True
pmionquapost.com,com,0.45664668,jpcert,True,16.0,3.452819531114783,0.0,1.0,0.0,False,True
niazcheh.com,com,0.45763135,jpcert,True,12.0,3.2516291673878226,0.0,1.0,0.0,False,True
ahaifang.com,com,0.45851356,certificates,True,12.0,3.188721875540867,0.0,1.0,0.0,False,True
smbcezacojp.com,com,0.46059644,certificates,True,15.0,3.323231428797621,0.0,0.0,0.0,False,True
hanoicontinental.com,com,0.46064425,jpcert,True,20.0,3.2841837197791888,0.0,1.0,0.0,False,True
cranelakeminnesota.com,com,0.46076685,jpcert,True,22.0,3.538310595615006,0.0,1.0,0.0,False,True
blutobuilders.com,com,0.46202382,certificates,True,17.0,3.6168746059562227,0.0,1.0,0.0,False,True
wouldszuileft.com,com,0.46209854,jpcert,True,17.0,3.734521664779752,0.0,1.0,0.0,False,True
jinweidianzi.com,com,0.46333617,certificates,True,16.0,3.375,0.0,1.0,0.0,False,True
fitbodymetrowest.com,com,0.4654593,jpcert,True,20.0,3.6464393446710153,0.0,1.0,0.0,False,True
resize.yandex.net,net,0.46661675,phishtank,True,17.0,3.381580488309164,0.0,0.0,1.0,False,True
smutsexy.com,com,0.4669373,jpcert,True,12.0,3.2516291673878226,0.0,0.0,0.0,False,True
creneau-livraison.com,com,0.46714225,phishtank,True,21.0,3.7256507561120933,0.0,1.0,0.0,False,True
mariasladybugs.com,com,0.4681097,jpcert,True,18.0,3.6835423624332306,0.0,1.0,0.0,False,True
chuangkemofa.com,com,0.4682505,certificates,True,16.0,3.5,0.0,1.0,0.0,False,True
13wealth.com,com,0.46845025,jpcert,True,12.0,3.584962500721156,0.0,1.0,0.0,False,True
longxueqing.com,com,0.46891648,certificates,True,15.0,3.506890595608518,0.0,1.0,0.0,False,True
www.staticmemoriesphotography.ca,ca,0.47117174,phishtank,True,32.0,3.8431390622295662,0.0,1.0,0.0,False,True
peterstrahle.com,com,0.4721084,jpcert,True,16.0,3.452819531114783,0.0,1.0,0.0,False,True
pi.fanuc.co.jp,jp,0.4738721,jpcert,True,14.0,3.182005814760214,0.0,0.0,1.0,False,True
hnhaomo.com,com,0.47409776,jpcert,True,11.0,2.663532754804255,0.0,1.0,0.0,False,True
login-service-index.com,com,0.47418705,jpcert,True,23.0,3.7622673906514943,0.0,1.0,0.0,False,True
fredlamberti.com,com,0.47512272,jpcert,True,16.0,3.625,0.0,1.0,0.0,False,True
kyc-upd-wall.com,com,0.47583795,phishtank,True,16.0,3.625,0.0,1.0,0.0,False,True
huhanwen.com,com,0.47707,certificates,True,12.0,3.2516291673878226,0.0,1.0,0.0,False,True
gooosd.com,com,0.4785393,jpcert,True,10.0,2.5219280948873624,0.0,1.0,0.0,False,True
gotgtek.com,com,0.47952878,jpcert,True,11.0,2.9139770731827523,0.0,1.0,0.0,False,True
chinahongsen.net,net,0.4800837,certificates,True,16.0,3.25,0.0,1.0,0.0,False,True
aifulkeyprojp.com,com,0.48128107,certificates,True,17.0,3.8521687236032816,0.0,1.0,0.0,False,True
verify-sfe.com,com,0.48170596,phishtank,True,14.0,3.521640636343319,0.0,1.0,0.0,False,True
bjfkdl.com,com,0.48232833,certificates,True,10.0,3.321928094887362,0.0,1.0,0.0,False,True
integrated-circuitworksus.com,com,0.48261625,jpcert,True,29.0,3.926272374139508,0.0,1.0,0.0,False,True
jbhandari.co.uk,uk,0.4841431,jpcert,True,15.0,3.6402239289418516,0.0,1.0,0.0,False,True
uofor.com,com,0.48525125,certificates,True,9.0,2.6416041678685933,0.0,0.0,0.0,False,True
mon-interface-client.com,com,0.48640218,phishtank,True,24.0,3.5739348962840563,0.0,1.0,0.0,False,True
web-telegrian.org,org,0.48683444,certificates,True,17.0,3.572469458770136,0.0,1.0,0.0,False,True
mai-l-co-mmufa-jp-am-bin-am-log-in.com,com,0.4869067,jpcert,True,38.0,3.470325539190041,0.0,1.0,0.0,False,True
aierbon.net,net,0.48801228,jpcert,True,11.0,3.095795255000934,0.0,1.0,0.0,False,True
hriasia.net,net,0.48801228,jpcert,True,11.0,3.095795255000934,0.0,1.0,0.0,False,True
arameiie.com,com,0.48900437,jpcert,True,12.0,2.918295834054489,0.0,1.0,0.0,False,True
leeannegilchrist.com,com,0.48957792,jpcert,True,20.0,3.6841837197791887,0.0,1.0,0.0,False,True
aezoe.com,com,0.4901478,certificates,True,9.0,2.725480556997868,0.0,1.0,0.0,False,True
pres.escobes.es,es,0.49060187,phishtank,True,15.0,2.7068905956085185,0.0,1.0,0.0,False,True
whyayaroni.com,com,0.4926756,phishtank,True,14.0,3.3787834934861767,0.0,1.0,0.0,False,True
dahanjt.com,com,0.4939396,certificates,True,11.0,3.2776134368191165,0.0,1.0,0.0,False,True
nowives.com,com,0.49547395,jpcert,True,11.0,3.2776134368191165,0.0,1.0,0.0,False,True
inedocomo.com,com,0.4959441,certificates,True,13.0,2.7773627950641697,0.0,1.0,0.0,False,True
wk.pl,pl,0.0007587012,phishtank,False,5.0,2.321928094887362,0.0,0.0,1.0,False,False
l.ead.me,me,0.0010411316,phishtank,False,8.0,2.5,0.0,0.0,0.0,False,False
spt.to,to,0.0014404956,jpcert,False,6.0,2.2516291673878226,0.0,0.0,0.0,False,False
acconsult.info,info,0.0020441194,phishtank,False,14.0,3.3787834934861767,0.0,0.0,0.0,False,False
coins.moe,moe,0.002262879,certificates,False,9.0,2.94770277922009,0.0,1.0,0.0,False,False
fpt.one,one,0.004001491,phishtank,False,7.0,2.807354922057604,0.0,0.0,0.0,False,False
etc.onl,onl,0.0045243,phishtank,False,7.0,2.807354922057604,0.0,0.0,0.0,False,False
tudosobretodos.se,se,0.0068144794,phishtank,False,17.0,2.984234164652489,0.0,0.0,0.0,False,False
wikireal.in,in,0.0068658455,phishtank,False,11.0,3.027169118440619,0.0,1.0,0.0,False,False
spoo.me,me,0.0069129393,phishtank,False,7.0,2.5216406363433186,0.0,0.0,0.0,False,False
nimble.li,li,0.006956934,phishtank,False,9.0,2.725480556997868,0.0,1.0,0.0,False,False
aono.shop,shop,0.007368005,certificates,False,9.0,2.6416041678685933,0.0,0.0,0.0,False,False
brisia.com.gt,gt,0.0081405025,phishtank,False,13.0,3.3927474104487847,0.0,0.0,0.0,False,False
estafetaqo.top,top,0.008174109,phishtank,False,14.0,3.039148671903071,0.0,0.0,0.0,True,False
1coach.ir,ir,0.008284634,jpcert,False,9.0,2.94770277922009,0.0,1.0,0.0,False,False
ulu.so,so,0.00831743,phishtank,False,6.0,2.2516291673878226,0.0,1.0,0.0,False,False
myaaa.com.cn,cn,0.0083310185,certificates,False,12.0,2.688721875540867,0.0,0.0,0.0,True,False
kuronekoyamwmato.top,top,0.0086400425,jpcert,False,20.0,3.521928094887362,0.0,0.0,0.0,True,False
jwaveyj.top,top,0.00915882,jpcert,False,11.0,3.2776134368191165,0.0,0.0,0.0,True,False
satchel.com.ar,ar,0.009196308,phishtank,False,14.0,3.378783493486176,0.0,0.0,0.0,False,False
karresults-nic-in.in,in,0.009294408,phishtank,False,20.0,3.5464393446710156,0.0,0.0,0.0,False,False
archi.builders,builders,0.009317576,jpcert,False,14.0,3.521640636343319,0.0,1.0,0.0,False,False
chk.me,me,0.009520128,phishtank,False,6.0,2.584962500721156,0.0,1.0,0.0,False,False
iprorab.pro,pro,0.009646408,phishtank,False,11.0,2.663532754804255,0.0,1.0,0.0,False,False
suaponto.top,top,0.009723272,phishtank,False,12.0,2.8553885422075336,0.0,0.0,0.0,True,False
xiawap.com.cn,cn,0.009797518,jpcert,False,13.0,3.238901256602631,0.0,0.0,0.0,True,False
maper.info,info,0.009871435,phishtank,False,10.0,3.321928094887362,0.0,0.0,0.0,False,False
qcwiale.cn,cn,0.01005048,jpcert,False,10.0,3.121928094887362,0.0,0.0,0.0,True,False
shxieer.cn,cn,0.010443648,jpcert,False,10.0,3.121928094887362,0.0,0.0,0.0,True,False
server-jp.icu,icu,0.010608278,phishtank,False,13.0,3.3927474104487847,0.0,0.0,0.0,True,False
ume.la,la,0.0107728625,phishtank,False,6.0,2.584962500721156,0.0,1.0,0.0,False,False
registroheca.com.ar,ar,0.011089827,phishtank,False,19.0,3.471354487013929,0.0,0.0,0.0,False,False
emkismabcsmjp.top,top,0.0111431945,phishtank,False,17.0,3.572469458770136,0.0,0.0,0.0,True,False
login-sagaccouplely.xyz,xyz,0.01166263,jpcert,False,23.0,3.882045108136863,0.0,0.0,0.0,True,False
tracking.postlogistics.ch,ch,0.012024151,phishtank,False,25.0,3.6430741894285696,0.0,0.0,1.0,False,False
msm-sonnenschutz.at,at,0.012393552,phishtank,False,19.0,3.5368867237421666,0.0,1.0,0.0,False,False
vticket.eu,eu,0.012658404,phishtank,False,10.0,2.9219280948873623,0.0,1.0,0.0,False,False
asdkk.icu,icu,0.01284851,certificates,False,9.0,2.94770277922009,0.0,0.0,0.0,True,False
motorexpert.cz,cz,0.013235744,phishtank,False,14.0,3.2359263506290334,0.0,1.0,0.0,False,False
internetaboneligi.name.tr,tr,0.013269692,phishtank,False,25.0,3.383465189601646,0.0,0.0,0.0,False,False
getapps.vip,vip,0.013371519,phishtank,False,11.0,3.027169118440619,0.0,0.0,0.0,False,False
wly.li,li,0.0134942895,phishtank,False,6.0,2.2516291673878226,0.0,1.0,0.0,False,False
4uwtejd.lat,lat,0.013570086,phishtank,False,11.0,3.277613436819116,0.0,0.0,0.0,True,False
gauperaa.no,no,0.013641293,phishtank,False,11.0,3.027169118440619,0.0,1.0,0.0,False,False
borjeviel.ae,ae,0.013696833,jpcert,False,12.0,3.188721875540867,0.0,1.0,0.0,False,False
hikk.shop,shop,0.013913457,certificates,False,9.0,2.725480556997868,0.0,1.0,0.0,False,False
msha.ke,ke,0.014054791,phishtank,False,7.0,2.807354922057604,0.0,0.0,0.0,False,False
inredesign.pl,pl,0.014534541,phishtank,False,13.0,3.238901256602631,0.0,1.0,0.0,False,False
aoshunlong.com.cn,cn,0.014589035,certificates,False,17.0,3.2927701939369904,0.0,0.0,0.0,True,False
xn--80ab1amccbm0f.xn--p1ai,xn--p1ai,0.014692772,phishtank,False,26.0,3.671405583442497,0.0,1.0,0.0,False,False
trezor.io.in,in,0.014902806,phishtank,False,12.0,2.9182958340544896,0.0,1.0,0.0,False,False
live-app.cx,cx,0.0149683105,phishtank,False,11.0,3.277613436819116,0.0,1.0,0.0,False,False
chepost.org.cn,cn,0.014979436,phishtank,False,14.0,3.378783493486176,0.0,0.0,0.0,True,False
3reer45.lat,lat,0.015024447,phishtank,False,11.0,3.0957952550009344,0.0,0.0,0.0,True,False
buouxi.cn,cn,0.015791215,certificates,False,9.0,2.94770277922009,0.0,1.0,0.0,True,False
mrw.so,so,0.016104069,certificates,False,6.0,2.584962500721156,0.0,1.0,0.0,False,False
iplogger.cn,cn,0.016496606,phishtank,False,11.0,3.277613436819116,0.0,1.0,0.0,True,False
u3l.co,co,0.016602853,phishtank,False,6.0,2.584962500721156,0.0,1.0,0.0,False,True
yamzaklink.xyz,xyz,0.016895054,jpcert,False,14.0,3.2359263506290334,0.0,0.0,0.0,True,False
jingle.bio,bio,0.016944205,phishtank,False,10.0,3.121928094887362,0.0,0.0,0.0,False,False
heiqi.xyz,xyz,0.016998643,certificates,False,9.0,2.94770277922009,0.0,1.0,0.0,True,False
skinibid.cc,cc,0.01751073,phishtank,False,11.0,2.8453509366224368,0.0,1.0,0.0,True,False
linkup.top,top,0.017595453,phishtank,False,10.0,3.121928094887362,0.0,1.0,0.0,True,False
govzfxi.life,life,0.017657435,phishtank,False,12.0,3.2516291673878226,0.0,0.0,0.0,False,False
amzoneid54620-jp.com,com,0.017706476,jpcert,False,20.0,4.1219280948873624,0.0,0.0,0.0,False,True
com-tiarxzsi.icu,icu,0.017784147,phishtank,False,16.0,3.577819531114783,0.0,0.0,0.0,True,False
logcorreiosimportacoes.co.ua,ua,0.018063456,phishtank,False,28.0,3.5566567074628233,0.0,0.0,0.0,False,False
item.zone,zone,0.01824695,jpcert,False,9.0,2.94770277922009,0.0,1.0,0.0,False,False
bd7apvpi.lat,lat,0.018367484,phishtank,False,12.0,3.2516291673878226,0.0,0.0,0.0,True,False
municipiofreire.cl,cl,0.018432153,jpcert,False,18.0,3.3921472236645345,0.0,1.0,0.0,False,False
bis-usonic.eu,eu,0.018474674,jpcert,False,13.0,3.238901256602631,0.0,1.0,0.0,False,False
sonatahouse.school,school,0.018527983,phishtank,False,18.0,3.239097917988786,0.0,1.0,0.0,False,False
altinii.dk,dk,0.018556379,jpcert,False,10.0,2.8464393446710154,0.0,1.0,0.0,False,False
cskilowatt.com,com,0.018890943,phishtank,False,14.0,3.378783493486176,1.0,0.0,0.0,False,True
gracedivineeducation.ci,ci,0.019082092,phishtank,False,23.0,3.501397825434103,0.0,1.0,0.0,False,False
e0728.cn,cn,0.019433541,jpcert,False,8.0,3.0,0.0,0.0,0.0,True,False
elmo-danesh.ir,ir,0.01963386,jpcert,False,14.0,3.6644977792004623,0.0,1.0,0.0,False,False
fulltuning.hu,hu,0.019679459,jpcert,False,13.0,3.0269868333592873,0.0,1.0,0.0,False,False
qa1ej7.lat,lat,0.019903077,phishtank,False,10.0,3.121928094887362,0.0,0.0,0.0,True,False
areacivil.pt,pt,0.020116707,phishtank,False,12.0,3.2516291673878226,0.0,1.0,0.0,False,False
rahropub.ir,ir,0.02016715,jpcert,False,11.0,3.027169118440619,0.0,1.0,0.0,False,False
hindihelpful.in,in,0.02051257,phishtank,False,15.0,3.189898095464287,0.0,1.0,0.0,False,False
steamcormmunrity.com,com,0.020694971,phishtank,False,20.0,3.521928094887362,1.0,0.0,0.0,False,True
cosmicnest.in,in,0.020723876,phishtank,False,13.0,3.0850551027564768,0.0,1.0,0.0,False,False
vienumerique.ch,ch,0.020972881,jpcert,False,15.0,3.32323142879762,0.0,1.0,0.0,False,False
kimte.top,top,0.021091972,phishtank,False,9.0,2.94770277922009,0.0,1.0,0.0,True,False
mgck.ink,ink,0.021261403,phishtank,False,8.0,2.75,0.0,1.0,0.0,False,False
djpaulinhomattos.com.br,br,0.021293372,jpcert,False,23.0,3.9690016298759936,1.0,0.0,0.0,False,True
ilcaffetorinese.eu,eu,0.021572623,jpcert,False,18.0,3.503258334775645,0.0,1.0,0.0,False,False
loli.tuidao.me,me,0.021628028,jpcert,False,14.0,3.2359263506290334,0.0,1.0,0.0,False,False
aouxy.cn,cn,0.022044273,jpcert,False,8.0,3.0,0.0,0.0,0.0,True,False
regeo.ch,ch,0.02221508,phishtank,False,8.0,2.75,0.0,1.0,0.0,False,False
air24ton.world,world,0.022220103,phishtank,False,14.0,3.521640636343319,0.0,0.0,0.0,False,False
pasoapaso.com.ar,ar,0.022228979,jpcert,False,16.0,2.827819531114783,0.0,1.0,0.0,False,False
elremot.pl,pl,0.02237233,jpcert,False,10.0,2.9219280948873623,0.0,1.0,0.0,False,False
lampein.cn,cn,0.022517689,jpcert,False,10.0,3.1219280948873624,0.0,1.0,0.0,True,False
delfintour.sk,sk,0.022754744,phishtank,False,13.0,3.7004397181410926,0.0,1.0,0.0,False,False
hisashi.me,me,0.022804752,jpcert,False,10.0,2.721928094887362,0.0,1.0,0.0,False,False
mercarilci.com,com,0.02309157,jpcert,False,14.0,3.039148671903071,1.0,0.0,0.0,False,True
oxx.jp,jp,0.02324422,jpcert,False,6.0,2.2516291673878226,0.0,1.0,0.0,False,True
alruba.ae,ae,0.02324482,jpcert,False,9.0,2.6416041678685933,0.0,1.0,0.0,False,False
inbook.cc,cc,0.023286823,certificates,False,9.0,2.725480556997868,0.0,1.0,0.0,True,False
rkt.us,us,0.024081508,phishtank,False,6.0,2.584962500721156,0.0,1.0,0.0,False,False
unitekups.in,in,0.024180658,jpcert,False,12.0,3.084962500721156,0.0,0.0,0.0,False,False
daycom.cn,cn,0.024509927,jpcert,False,9.0,2.94770277922009,0.0,0.0,0.0,True,False
bqbq.de,de,0.024672337,phishtank,False,7.0,2.2359263506290326,0.0,1.0,0.0,False,True
gabihazut.co.il,il,0.02509202,phishtank,False,15.0,3.5068905956085183,0.0,1.0,0.0,False,False
sh.rize.nu,nu,0.025521727,jpcert,False,10.0,3.121928094887362,0.0,1.0,0.0,False,False
rbtpoklvbvn.icu,icu,0.025533527,phishtank,False,15.0,3.6402239289418516,0.0,0.0,0.0,True,False
rtqa.xyz,xyz,0.025702033,jpcert,False,8.0,3.0,0.0,0.0,0.0,True,False
westbudapestestate.hu,hu,0.026115173,phishtank,False,21.0,3.2135132560090707,0.0,1.0,0.0,False,False
cajatrujillo.biz,biz,0.026261268,phishtank,False,16.0,3.5,0.0,0.0,0.0,False,False
hbib.co.za,za,0.02626489,jpcert,False,10.0,2.9219280948873623,0.0,1.0,0.0,False,False
finlex.cn,cn,0.026309805,certificates,False,9.0,2.94770277922009,0.0,0.0,0.0,True,False
colegiolambert.cl,cl,0.026390996,phishtank,False,17.0,3.4548223999466066,0.0,1.0,0.0,False,False
0udoep.lat,lat,0.026661167,phishtank,False,10.0,3.321928094887362,0.0,0.0,0.0,True,False
3c5.com,com,0.026853863,jpcert,False,7.0,2.5216406363433186,0.0,0.0,0.0,False,True
crm.avtovelomoto.by,by,0.026945828,phishtank,False,19.0,3.4058222502856896,0.0,1.0,0.0,False,False
sparkassen-produkte.de,de,0.027276788,phishtank,False,22.0,3.572623663895163,1.0,0.0,0.0,False,True
verros.info,info,0.027507754,phishtank,False,11.0,3.095795255000934,0.0,1.0,0.0,False,False
umf.uem.mz,mz,0.027721813,phishtank,False,10.0,2.446439344671015,0.0,1.0,0.0,False,False
chrisphilpott.nz,nz,0.027842268,phishtank,False,16.0,3.5,0.0,1.0,0.0,False,False
bonhomia.cl,cl,0.0278884,jpcert,False,11.0,3.2776134368191165,0.0,1.0,0.0,False,False
rowearchitectlove.cc,cc,0.027913405,jpcert,False,20.0,3.384183719779189,0.0,1.0,0.0,True,False
usnblezpasscom.xin,xin,0.028014999,phishtank,False,18.0,3.794653473544342,0.0,1.0,0.0,False,False
batalkan.cc,cc,0.028369246,phishtank,False,11.0,2.8453509366224368,0.0,1.0,0.0,True,False
gennera.com.ar,ar,0.02849558,phishtank,False,14.0,3.09306920777189,0.0,0.0,0.0,False,False
nexoenlinea.x10.bz,bz,0.028530944,phishtank,False,18.0,3.419381945646371,0.0,1.0,0.0,False,False
nodesolveapp.xyz,xyz,0.029005885,phishtank,False,16.0,3.625,0.0,1.0,0.0,True,False
lekoginhr.top,top,0.029434642,phishtank,False,13.0,3.5465935642949384,0.0,1.0,0.0,True,False
videoproductions.info,info,0.029560922,phishtank,False,21.0,3.5944656369614516,0.0,0.0,0.0,False,False
